Search Key,Name,Description,Account Type,Account Sign,Document Controlled,Summary Level,Default Account,Parent_Value,Element Level,Operands,Show Value Condition,Title Node
0,CUENTAS DE ORDEN,CUENTAS DE ORDEN,ASSET,DEBIT,N,Y,,,E,,Algebraic,N
01,BIENES Y VALORES ENTREGADOS,BIENES Y VALORES ENTREGADOS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
011,"BIENES EN PRESTAMO, CUSTODIA Y NO CAPIT.","BIENES EN PRESTAMO, CUSTODIA Y NO CAPIT.",ASSET,DEBIT,N,Y,,01,C,,Algebraic,N
0111,BIENES EN PRESTAMO - Entregados,BIENES EN PRESTAMO - Entregados,ASSET,DEBIT,N,N,,011,S,,Algebraic,N
0112,BIENES EN CUSTODIA - Entregados,BIENES EN CUSTODIA - Entregados,ASSET,DEBIT,N,N,,011,S,,Algebraic,N
012,VALORES Y BIENES ENTREGADOS EN GARANTIA,VALORES Y BIENES ENTREGADOS EN GARANTIA,ASSET,DEBIT,N,Y,,01,C,,Algebraic,N
0121,CARTAS FIANZA - Entregados en garantía,CARTAS FIANZA - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0122,CUENTAS POR COBRAR - Entregados en garantía,CUENTAS POR COBRAR - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0123,EXISTENCIAS - Entregados en garantía,EXISTENCIAS - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0124,INVERSION MOBILIARIA - Entregados en garantía,INVERSION MOBILIARIA - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0125,INVERSION INMOBILIARIA - Entregados en garantía,INVERSION INMOBILIARIA - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0126,"INMUEBLES, MAQUINARIA Y EQUIPO - Entregados en garantía","INMUEBLES, MAQUINARIA Y EQUIPO - Entregados en garantía",ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0127,INTANGIBLES - Entregados en garantía,INTANGIBLES - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
0128,ACTIVOS BIOLOGICOS - Entregados en garantía,ACTIVOS BIOLOGICOS - Entregados en garantía,ASSET,DEBIT,N,N,,012,S,,Algebraic,N
013,ACTIVOS REALIZABLES ENTREG. EN CONSIG.,ACTIVOS REALIZABLES ENTREG. EN CONSIG.,ASSET,DEBIT,N,Y,,01,C,,Algebraic,N
0131,ACTIVOS REALIZABLES ENTREG. EN CONSIG.,ACTIVOS REALIZABLES ENTREG. EN CONSIG.,ASSET,DEBIT,N,N,,013,S,,Algebraic,N
02,DERECHOS SOBRE INSTRUMENTOS FINANCIEROS,DERECHOS SOBRE INSTRUMENTOS FINANCIEROS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
021,PRIMARIOS - Derechos Sobre Instrumentos Financieros,PRIMARIOS - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,Y,,02,C,,Algebraic,N
0211,INVERSIONES MANTENIDAS PARA LA NEGOCIACIÓN - Primarios - Derechos Sobre Instrumentos Financieros,INVERSIONES MANTENIDAS PARA LA NEGOCIACIÓN - Primarios - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,021,S,,Algebraic,N
0212,INVERSIONES DISPONIBLES PARA LA VENTA - Primarios - Derechos Sobre Instrumentos Financieros,INVERSIONES DISPONIBLES PARA LA VENTA - Primarios - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,021,S,,Algebraic,N
0213,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO - Primarios - Derechos Sobre Instrumentos Financie,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO - Primarios - Derechos Sobre Instrumentos Financie,ASSET,DEBIT,N,N,,021,S,,Algebraic,N
022,DERIVADOS - Derechos Sobre Instrumentos Financieros,DERIVADOS - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,Y,,02,C,,Algebraic,N
0221,CONTRATOS A FUTURO - Derivados - Derechos Sobre Instrumentos Financieros,CONTRATOS A FUTURO - Derivados - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,022,S,,Algebraic,N
0222,CONTRATOS A TÉRMINO (FORWARD) - Derivados - Derechos Sobre Instrumentos Financieros,CONTRATOS A TÉRMINO (FORWARD) - Derivados - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,022,S,,Algebraic,N
0223,PERMUTAS FINANCIERAS (SWAP) - Derivados - Derechos Sobre Instrumentos Financieros,PERMUTAS FINANCIERAS (SWAP) - Derivados - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,022,S,,Algebraic,N
0224,CONTRATOS DE OPCIÓN - Derivados - Derechos Sobre Instrumentos Financieros,CONTRATOS DE OPCIÓN - Derivados - Derechos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,022,S,,Algebraic,N
023,PERMUTAS FINANCIERAS (SWAP),PERMUTAS FINANCIERAS (SWAP),ASSET,DEBIT,N,Y,,02,C,,Algebraic,N
0231,PERMUTAS FINANCIERAS (SWAP) - Derechos sobre Instrument. Financ. Deriv.,PERMUTAS FINANCIERAS (SWAP) - Derechos sobre Instrument. Financ. Deriv.,ASSET,DEBIT,N,N,,023,S,,Algebraic,N
024,CONTRATOS DE OPCION,CONTRATOS DE OPCION,ASSET,DEBIT,N,Y,,02,C,,Algebraic,N
0241,CONTRATOS DE OPCION - Derechos sobre Instrument. Financ. Deriv.,CONTRATOS DE OPCION - Derechos sobre Instrument. Financ. Deriv.,ASSET,DEBIT,N,N,,024,S,,Algebraic,N
03,OTRAS CUENTAS DE ORDEN DEUDORAS,OTRAS CUENTAS DE ORDEN DEUDORAS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
031,CONTRATOS APROBADOS,CONTRATOS APROBADOS,ASSET,DEBIT,N,Y,,03,C,,Algebraic,N
0311,CONTRATOS EN EJECUCION - Aprobados - Otras Cuentas de Orden Deudoras,CONTRATOS EN EJECUCION - Aprobados - Otras Cuentas de Orden Deudoras,ASSET,DEBIT,N,N,,031,S,,Algebraic,N
0312,CONTRATOS EN TRAMITE - Aprobados - Otras Cuentas de Orden Deudoras,CONTRATOS EN TRAMITE - Aprobados - Otras Cuentas de Orden Deudoras,ASSET,DEBIT,N,N,,031,S,,Algebraic,N
032,BIENES DADOS DE BAJA,BIENES DADOS DE BAJA,ASSET,DEBIT,N,Y,,03,C,,Algebraic,N
0321,SUMINISTROS - Dados de Baja - Otras Cuentas de Orden Deudoras,SUMINISTROS - Dados de Baja - Otras Cuentas de Orden Deudoras,ASSET,DEBIT,N,N,,032,S,,Algebraic,N
0322,"INMUEBLES, MAQUINARIA Y EQUIPO - Dados de Baja - Otras Cuentas de Orden Deudoras","INMUEBLES, MAQUINARIA Y EQUIPO - Dados de Baja - Otras Cuentas de Orden Deudoras",ASSET,DEBIT,N,N,,032,S,,Algebraic,N
039,DIVERSAS,DIVERSAS,ASSET,DEBIT,N,Y,,03,C,,Algebraic,N
0391,DIVERSAS - Otras Cuentas de Orden Deudoras,DIVERSAS - Otras Cuentas de Orden Deudoras,ASSET,DEBIT,N,N,,039,S,,Algebraic,N
04,DEUDORAS POR CONTRA,DEUDORAS POR CONTRA,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
041,DEUDORAS POR CONTRA,DEUDORAS POR CONTRA,ASSET,DEBIT,N,Y,,04,C,,Algebraic,N
0411,DEUDORAS POR CONTRA,DEUDORAS POR CONTRA,ASSET,DEBIT,N,N,,041,S,,Algebraic,N
06,BIENES Y VALORES RECIBIDOS,BIENES Y VALORES RECIBIDOS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
061,BIENES RECIBIDOS EN PRESTAMO Y CUSTODIA,BIENES RECIBIDOS EN PRESTAMO Y CUSTODIA,ASSET,DEBIT,N,Y,,06,C,,Algebraic,N
0611,BIENES RECIBIDOS EN PRESTAMO,BIENES RECIBIDOS EN PRESTAMO,ASSET,DEBIT,N,N,,061,S,,Algebraic,N
0612,BIENES RECIBIDOS EN CUSTODIA,BIENES RECIBIDOS EN CUSTODIA,ASSET,DEBIT,N,N,,061,S,,Algebraic,N
062,VALORES Y BIENES RECIBIDOS EN GARANTIA,VALORES Y BIENES RECIBIDOS EN GARANTIA,ASSET,DEBIT,N,Y,,06,C,,Algebraic,N
0621,CARTAS FIANZA - Recibidos en Garantía,CARTAS FIANZA - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0622,CUENTAS POR COBRAR - Recibidos en Garantía,CUENTAS POR COBRAR - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0623,EXISTENCIAS - Recibidos en Garantía,EXISTENCIAS - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0624,INVERSION MOBILIARIA - Recibidos en Garantía,INVERSION MOBILIARIA - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0625,INVERSION INMOBILIARIA - Recibidos en Garantía,INVERSION INMOBILIARIA - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0626,"INMUEBLES, MAQUINARIA Y EQUIPO - Recibidos en Garantía","INMUEBLES, MAQUINARIA Y EQUIPO - Recibidos en Garantía",ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0627,INTANGIBLES - Recibidos en Garantía,INTANGIBLES - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
0628,ACTIVOS BIOLOGICOS - Recibidos en Garantía,ACTIVOS BIOLOGICOS - Recibidos en Garantía,ASSET,DEBIT,N,N,,062,S,,Algebraic,N
063,ACTIVOS REALIZABLES RECIBID. EN CONSIG.,ACTIVOS REALIZABLES RECIBID. EN CONSIG.,ASSET,DEBIT,N,Y,,06,C,,Algebraic,N
0631,ACTIVOS REALIZABLES RECIBIDOS EN CONSIGNACION,ACTIVOS REALIZABLES RECIBIDOS EN CONSIGNACION,ASSET,DEBIT,N,N,,063,S,,Algebraic,N
07,COMPROMISOS SOBRE INSTRUMENTOS FINANCIEROS,COMPROMISOS SOBRE INSTRUMENTOS FINANCIEROS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
071,PRIMARIOS - Compromisos Sobre Instrumentos Financieros,PRIMARIOS - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,Y,,07,C,,Algebraic,N
0711,INVERSIONES MANTENIDAS PARA LA NEGOCIACIÓN - Primarios - Compromisos Sobre Instrumentos Financieros,INVERSIONES MANTENIDAS PARA LA NEGOCIACIÓN - Primarios - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,071,S,,Algebraic,N
0712,INVERSIONES DISPONIBLES PARA LA VENTA - Primarios - Compromisos Sobre Instrumentos Financieros,INVERSIONES DISPONIBLES PARA LA VENTA - Primarios - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,071,S,,Algebraic,N
0713,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO - Primarios - Compromisos Sobre Instrumentos Finan,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO - Primarios - Compromisos Sobre Instrumentos Finan,ASSET,DEBIT,N,N,,071,S,,Algebraic,N
072,072 DERIVADOS - Compromisos Sobre Instrumentos Financieros,072 DERIVADOS - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,Y,,07,C,,Algebraic,N
0721,CONTRATOS A FUTURO - Derivados - Compromisos Sobre Instrumentos Financieros,CONTRATOS A FUTURO - Derivados - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,072,S,,Algebraic,N
0722,CONTRATOS A TÉRMINO (FORWARD) - Derivados - Compromisos Sobre Instrumentos Financieros,CONTRATOS A TÉRMINO (FORWARD) - Derivados - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,072,S,,Algebraic,N
0723,PERMUTAS FINANCIERAS (SWAP) - Derivados - Compromisos Sobre Instrumentos Financieros,PERMUTAS FINANCIERAS (SWAP) - Derivados - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,072,S,,Algebraic,N
0724,CONTRATOS DE OPCIÓN - Derivados - Compromisos Sobre Instrumentos Financieros,CONTRATOS DE OPCIÓN - Derivados - Compromisos Sobre Instrumentos Financieros,ASSET,DEBIT,N,N,,072,S,,Algebraic,N
073,PERMUTAS FINANCIERAS (SWAP),PERMUTAS FINANCIERAS (SWAP),ASSET,DEBIT,N,Y,,07,C,,Algebraic,N
0731,PERMUTAS FINANCIERAS (SWAP) - Compromisos sobre Instrument. Financ. Deriv.,PERMUTAS FINANCIERAS (SWAP) - Compromisos sobre Instrument. Financ. Deriv.,ASSET,DEBIT,N,N,,073,S,,Algebraic,N
074,CONTRATOS DE OPCION,CONTRATOS DE OPCION,ASSET,DEBIT,N,Y,,07,C,,Algebraic,N
0741,CONTRATOS DE OPCION - Compromisos Sobre Instrument. Financ. Deriv.,CONTRATOS DE OPCION - Compromisos Sobre Instrument. Financ. Deriv.,ASSET,DEBIT,N,N,,074,S,,Algebraic,N
08,OTRAS CUENTAS DE ORDEN ACREEDORAS,OTRAS CUENTAS DE ORDEN ACREEDORAS,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
089,DIVERSAS,DIVERSAS,ASSET,DEBIT,N,Y,,08,C,,Algebraic,N
0891,DIVERSAS - Otras Cuentas De Orden Acreedoras,DIVERSAS - Otras Cuentas De Orden Acreedoras,ASSET,DEBIT,N,N,,089,S,,Algebraic,N
09,ACREEDORAS POR CONTRA,ACREEDORAS POR CONTRA,ASSET,DEBIT,N,Y,,0,C,,Algebraic,N
091,ACREEDORAS POR CONTRA,ACREEDORAS POR CONTRA,ASSET,DEBIT,N,Y,,09,C,,Algebraic,N
0911,ACREEDORAS POR CONTRA,ACREEDORAS POR CONTRA,ASSET,DEBIT,N,N,,091,S,,Algebraic,N
1,ACTIVO DISPONIBLE Y EXIGIBLE,ACTIVO DISPONIBLE Y EXIGIBLE,ASSET,DEBIT,N,Y,,,E,,Algebraic,N
10,EFECTIVO Y EQUIVALENTES DE EFECTIVO,EFECTIVO Y EQUIVALENTES DE EFECTIVO,ASSET,DEBIT,N,Y,,1,C,,Algebraic,N
101,CAJA,CAJA,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
1011,CAJA MN,CAJA MN,ASSET,DEBIT,N,N,CB_ASSET_ACCT,101,S,,Algebraic,N
1012,CAJA ME,CAJA ME,ASSET,DEBIT,N,N,,101,S,,Algebraic,N
102,FONDOS FIJOS,FONDOS FIJOS,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
10201,FONDO FIJO ADMINISTRACION,FONDO FIJO ADMINISTRACION,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10202,FONDO FIJO OBRAS,FONDO FIJO OBRAS,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10203,FONDO FIJO PUERTO MALDONADO,FONDO FIJO PUERTO MALDONADO,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10204,FONDO FIJO LOGISTICA,FONDO FIJO LOGISTICA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10205,FONDO FIJO VENTAS,FONDO FIJO VENTAS,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10206,FONDO FIJO PISCOBAMBA,FONDO FIJO PISCOBAMBA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10207,FONDO FIJO CASA GRANDE,FONDO FIJO CASA GRANDE,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10208,FONDO FIJO TACNA,FONDO FIJO TACNA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10209,FONDO FIJO LEGAL,FONDO FIJO LEGAL,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10210,FONDO FIJO CHOTA,FONDO FIJO CHOTA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10211,FONDO FIJO BACKUS MOTUPE,FONDO FIJO BACKUS MOTUPE,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10212,FONDO FIJO HUACHO,FONDO FIJO HUACHO,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10213,FONDO FIJO MAQUINARIAS Y AGREGADOS,FONDO FIJO MAQUINARIAS Y AGREGADOS,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10214,FONDO FIJO POST VENTA,FONDO FIJO POST VENTA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
10215,FONDO FIJO VENTAS - FÁTIMA,FONDO FIJO VENTAS - FÁTIMA,ASSET,DEBIT,N,N,,102,S,,Algebraic,N
103,EFECTIVO EN TRANSITO,EFECTIVO EN TRANSITO,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
1031,EFECTIVO EN TRANSITO MN,EFECTIVO EN TRANSITO MN,ASSET,DEBIT,N,N,CB_CASHTRANSFER_ACCT,103,S,,Algebraic,N
1032,EFECTIVO EN TRANSITO ME,EFECTIVO EN TRANSITO ME,ASSET,DEBIT,N,N,CB_DIFFERENCES_ACCT,103,S,,Algebraic,N
104,CUENTAS CORRIENTES EN INSTITUC. FINANC.,CUENTAS CORRIENTES EN INSTITUC. FINANC.,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
1041,CUENTAS CORRIENTES OPERATIVAS,CUENTAS CORRIENTES OPERATIVAS,ASSET,DEBIT,N,Y,,104,C,,Algebraic,N
104101,CUENTA CORRIENTE MONEDA NACIONAL,CUENTA CORRIENTE MONEDA NACIONAL,ASSET,DEBIT,N,Y,,1041,C,,Algebraic,N
10410101,CONTINENTAL MN / 011-246-000100009305,CONTINENTAL MN / 011-246-000100009305,ASSET,DEBIT,N,N,B_ASSET_ACCT,104101,S,,Algebraic,N
10410102,INTERBANK MN / 600-3000310520,INTERBANK MN / 600-3000310520,ASSET,DEBIT,N,N,B_INTRANSIT_ACCT,104101,S,,Algebraic,N
10410103,CNP MN / 001-800-01347-0,CNP MN / 001-800-01347-0,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410104,CAJA TRUJILLO MN / 062321106003,CAJA TRUJILLO MN / 062321106003,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410105,CONTINENTAL MN / 011-0246-0100014392,CONTINENTAL MN / 011-0246-0100014392,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410106,HSBC MN / 210-020616020,HSBC MN / 210-020616020,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410107,SCOTIABANK MN / 000-5662907,SCOTIABANK MN / 000-5662907,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410108,INTERBANK MN / 600-3000507102,INTERBANK MN / 600-3000507102,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410109,HSBC MN / 001-501980040,HSBC MN / 001-501980040,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410110,CONTINENTAL MN / 011-246-0100015739,CONTINENTAL MN / 011-246-0100015739,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410111,CONTINENTAL MN / 011-280-0100016005,CONTINENTAL MN / 011-280-0100016005,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410112,CONTINENTAL MN / 011-843-0300000529,CONTINENTAL MN / 011-843-0300000529,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410113,HSBC MN / 210-020616021,HSBC MN / 210-020616021,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410114,INTERBANK MN / 600-3000550490,INTERBANK MN / 600-3000550490,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410115,INTERBANK MN / 600-3000578115,INTERBANK MN / 600-3000578115,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410116,FINANCIERO MN / 000752843000,FINANCIERO MN / 000752843000,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410117,LA NACION MN / 741207591,LA NACION MN / 741207591,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410118,BCO. INTER. DE FINANZAS MN: 007000251557,BCO. INTER. DE FINANZAS MN: 007000251557,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410119,CONTINENTAL MN / 011-250-0200314808,CONTINENTAL MN / 011-250-0200314808,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410120,CONTINENTAL MN / 011-918-0300004211,CONTINENTAL MN / 011-918-0300004211,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410121,CONTINENTAL MN / 011-246-0300059528,CONTINENTAL MN / 011-246-0300059528,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410122,BCP MN / 570-2315785-0-41,BCP MN / 570-2315785-0-41,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410123,SCOTIABANK MN / RETENCIONES,SCOTIABANK MN / RETENCIONES,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410124,INTERBANK MN / GARANTIA,INTERBANK MN / GARANTIA,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410125,BANCO GNB MN / 1178600-009,BANCO GNB MN / 1178600-009,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410126,BANCO GNB MN / 211-012968002,BANCO GNB MN / 211-012968002,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410127,BCP MN / 570-2051412-0-07,BCP MN / 570-2051412-0-07,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410128,INTERBANK MN / 600-3000973731,INTERBANK MN / 600-3000973731,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410129,INTERBANK ME / 600-3000973765,INTERBANK ME / 600-3000973765,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410130,CONTINENTAL  FM / MN/ 0011-0280-8003004036,CONTINENTAL  FM / MN/ 0011-0280-8003004036,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410131,CONTINENTAL MN / 0011-0280-0100021092,CONTINENTAL MN / 0011-0280-0100021092,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410132,BANCO GNB ME / 211-012968-301,BANCO GNB ME / 211-012968-301,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410133,BANCO GNB ME / 211-012968-302,BANCO GNB ME / 211-012968-302,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410134,BANCO GNB MN / 211-012968-040 - RETENCIONES,BANCO GNB MN / 211-012968-040 - RETENCIONES,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410135,BANCO GNB MN / 211-012968-041 - RETENCIONES,BANCO GNB MN / 211-012968-041 - RETENCIONES,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410136,BANCO GNB ME / 1178600-016 - RETENCIONES,BANCO GNB ME / 1178600-016 - RETENCIONES,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410137,BANCO GNB MN / 1178600-007,BANCO GNB MN / 1178600-007,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410138,BANCO FINANCIERO - RETENCIONES 111-000440132460,BANCO FINANCIERO - RETENCIONES 111-000440132460,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410139,CAJA PIURA -210-02-2778670,CAJA PIURA -210-02-2778670,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410140,CONTINENTAL RETENCIONES / 011-280-0100022595,CONTINENTAL RETENCIONES / 011-280-0100022595,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410141,BCP ME / 570-2253869-1-36,BCP ME / 570-2253869-1-36,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410142,BAN BIF MN / 007000553669,BAN BIF MN / 007000553669,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410143,CAJA TRUJILLO MN 072321672891,CAJA TRUJILLO MN 072321672891,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410144,CAJA SULLANA MN 117-108-1006072,CAJA SULLANA MN 117-108-1006072,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410145,BANCO GNB MN / 1178600-019,BANCO GNB MN / 1178600-019,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410146,BANCO GNB MN / 1178600-017,BANCO GNB MN / 1178600-017,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410147,BANCO GNB ME/ 1178600-018,BANCO GNB ME/ 1178600-018,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410148,CONTINENTAL MN / GARANTIA /  0011-0280-0100024784,CONTINENTAL MN / GARANTIA /  0011-0280-0100024784,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410149,CONTINENTAL MN / GARANTIA /  0011-0280-0100024741,CONTINENTAL MN / GARANTIA /  0011-0280-0100024741,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410150,CONTINENTAL MN / GARANTIA /  0011-0280-0100024776,CONTINENTAL MN / GARANTIA /  0011-0280-0100024776,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410151,INTERBANK MN /GARANTIA/ 616-310224446-4,INTERBANK MN /GARANTIA/ 616-310224446-4,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410152,INTERBANK MN /GARANTIA/ 616-310224434-0,INTERBANK MN /GARANTIA/ 616-310224434-0,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
10410153,INTERBANK MN /GARANTIA/ 616-310224444-8,INTERBANK MN /GARANTIA/ 616-310224444-8,ASSET,DEBIT,N,N,,104101,S,,Algebraic,N
104102,CUENTA CORRIENTE MONEDA EXTRANJERA,CUENTA CORRIENTE MONEDA EXTRANJERA,ASSET,DEBIT,N,Y,,1041,C,,Algebraic,N
10410201,CONTINENTAL ME / 011-246-00100008384,CONTINENTAL ME / 011-246-00100008384,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410202,CNP ME / 001-801-00409-01,CNP ME / 001-801-00409-01,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410204,CAJA TRUJILLO ME / DOLARES,CAJA TRUJILLO ME / DOLARES,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410205,HSBC ME / 210-020616320,HSBC ME / 210-020616320,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410206,SCOTIABANK ME / 000-3182915,SCOTIABANK ME / 000-3182915,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410207,SCOTIABANK ME / 000-4625146,SCOTIABANK ME / 000-4625146,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
10410208,HSBC 1178600-001,HSBC 1178600-001,ASSET,DEBIT,N,N,,104102,S,,Algebraic,N
1042,CUENTAS CORRIENTES PARA FINES ESPECIFICOS,CUENTAS CORRIENTES PARA FINES ESPECIFICOS,ASSET,DEBIT,N,Y,,104,C,,Algebraic,N
104201,FONDOS SUJETOS A RESTRICCION M.N.-BCO INTERBANK,FONDOS SUJETOS A RESTRICCION M.N.-BCO INTERBANK,ASSET,DEBIT,N,N,,1042,S,,Algebraic,N
105,OTROS EQUIVALENTES DE EFECTIVO,OTROS EQUIVALENTES DE EFECTIVO,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
1051,OTROS EQUIVALENTES DE EFECTIVO,OTROS EQUIVALENTES DE EFECTIVO,ASSET,DEBIT,N,N,,105,S,,Algebraic,N
1052,OTROS - Certificados Bancarios,OTROS - Certificados Bancarios,ASSET,DEBIT,N,N,,105,S,,Algebraic,N
106,DEPOSITOS EN INSTITUCIONES FINANCIERAS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,ASSET,DEBIT,N,Y,,10,C,,Algebraic,N
1061,DEPOSITOS DE AHORRO - En Instituciones Financieras,DEPOSITOS DE AHORRO - En Instituciones Financieras,ASSET,DEBIT,N,N,,106,S,,Algebraic,N
